     ____
    / _  |   Frida 12.6.20 - A world-class dynamic instrumentation toolkit
   | (_| |
    > _  |   Commands:
   /_/ |_|       help      -> Displays the help system
   . . . .       object?   -> Display information about 'object'
   . . . .       exit/quit -> Exit
   . . . .
   . . . .   More info at http://www.frida.re/docs/home/
Spawning `com.cz.babySister`...
Spawned `com.cz.babySister`. Resuming main thread!
[Google AOSP on msm8996::com.cz.babySister]-> message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE7seekposENS_4fposI9mbstate_tEEj  address:0x79a08b5374'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace14DumpThreadListERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a086eefc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Barrier9IncrementEPNS_6ThreadEi  address:0x79a048dde8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9MarkSweep19MarkConcurrentRootsENS_14VisitRootFlagsE  address:0x79a05b0090'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIN3art2gc9collector6GcTypeENS_9allocatorIS4_EEE21__push_back_slow_pathIS4_EEvOT_  address:0x79a05e44f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art53register_org_apache_harmony_dalvik_ddmc_DdmVmInternalEP7_JNIEnv  address:0x79a07a82d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg9MatchTypeENS_6ObjPtrINS_6mirror5ClassEEEm  address:0x79a05224c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker22CreateImtConflictTableEmPNS_11LinearAllocENS_11PointerSizeE  address:0x79a04f1f20'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class11SetDexCacheENS_6ObjPtrINS0_8DexCacheEEE  address:0x79a075c590'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14CompilerFilter21GetSafeModeFilterFromENS0_6FilterE  address:0x79a0517800'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread25SetUpAlternateSignalStackEv  address:0x79a090d75c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg22DdmHandleHpsgNhsgChunkENS0_8HpsgWhenENS0_8HpsgWhatEb  address:0x79a053b2f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16WellKnownClasses25java_nio_DirectByteBufferE  address:0x79a09e7e80'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap11ShowVersionE  address:0x79a09e71b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier16GetInstanceFieldERKNS0_7RegTypeEi  address:0x79a08916e4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier9FloatType14CreateInstanceEPNS_6mirror5ClassERKNS_11StringPieceEt  address:0x79a0896914'} data: None
message: {'type': 'send', 'payload': 'name:artSet64InstanceFromMterp  address:0x79a08ebbbc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class22PopulateEmbeddedVTableENS_11PointerSizeE  address:0x79a0763efc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWPeqERKNS0_12JdwpLocationES3_  address:0x79a06c3a48'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector16GarbageCollector3RunENS0_7GcCauseEb  address:0x79a05a553c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc9collector11MarkCompact16ShouldSweepSpaceEPNS0_5space15ContinuousSpaceE  address:0x79a05aa618'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifierlsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_11VerifyErrorE  address:0x79a091198c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22IndirectReferenceTable6RemoveENS_15IRTSegmentStateEPv  address:0x79a0615340'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldGetILNS_13FindFieldTypeE6ELNS_9Primitive4TypeE4ELb1EEEbPNS_6ThreadERNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0633080'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8VdexFile4OpenEimRKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEbbbPS7_  address:0x79a087a20c'} data: None
message: {'type': 'send', 'payload': 'name:artInvokeObsoleteMethod  address:0x79a08d8e4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ElfFileImplI10ElfTypes64E17ApplyOatPatchesToEPKcm  address:0x79a056e4e0'} data: None
message: {'type': 'send', 'payload': 'name:zError  address:0x79a091dd20'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier8ByteType7DestroyEv  address:0x79a0896d70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art23ThrowWrappedIOExceptionEPKcz  address:0x79a0514fdc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker9LoadFieldERKNS_21ClassDataItemIteratorENS_6HandleINS_6mirror5ClassEEEPNS_8ArtFieldE  address:0x79a04e149c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9SemiSpace10VisitRootsEPPNS_6mirror19CompressedReferenceINS3_6ObjectEEEmRKNS_8RootInfoE  address:0x79a05b9cc4'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ImageHeader12VisitObjectsEPNS_13ObjectVisitorEPhNS_11PointerSizeE  address:0x79a0614240'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art22IndirectReferenceTable4DumpERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a0615db0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16ThreadPoolWorker3RunEv  address:0x79a08688ac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg15GetThreadStatusEmPNS_4JDWP16JdwpThreadStatusEPNS1_17JdwpSuspendStatusE  address:0x79a0529d30'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art6Thread16GetCurrentMethodEPjbb  address:0x79a08537ec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier16FindLocksAtDexPcEPNS_9ArtMethodEjPNSt3__16vectorIjNS4_9allocatorIjEEEE  address:0x79a087e350'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22ProfileCompilationInfo13AddClassIndexERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEjNS_3dex9TypeIndexEj  address:0x79a06dd97c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace24InvokeVirtualOrInterfaceEPNS_6ThreadENS_6HandleINS_6mirror6ObjectEEEPNS_9ArtMethodEjS8_  address:0x79a086fbb8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__127__insertion_sort_incompleteIRN3art20LinkFieldsComparatorENS_16__deque_iteratorIPNS1_8ArtFieldEPS6_RS6_PS7_lLl512EEEEEbT0_SB_T_  address:0x79a0507124'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg12GetClassInfoEmPNS_4JDWP11JdwpTypeTagEPjPNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE  address:0x79a051fcb8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10LockedFile4OpenEPKcPNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE  address:0x79a0496830'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art20StackOverflowHandlerC2EPNS_12FaultManagerE  address:0x79a05732dc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base4JoinINSt3__16vectorINS2_12basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS7_IS9_EEEERKS9_EES9_RKT_T0_  address:0x79a09206e0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class15FindStaticFieldEPNS_6ThreadENS_6ObjPtrIS1_EERKNS_11StringPieceES8_  address:0x79a07631b0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime19SetCalleeSaveMethodEPNS_9ArtMethodENS_14CalleeSaveTypeE  address:0x79a08329c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18FindMethodFromCodeILNS_10InvokeTypeE2ELb1EEEPNS_9ArtMethodEjPNS_6ObjPtrINS_6mirror6ObjectEEES3_PNS_6ThreadE  address:0x79a0624c70'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12ProfileSaver25NotifyJitActivityInternalEv  address:0x79a06e8ac8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art24ThrowArrayStoreExceptionENS_6ObjPtrINS_6mirror5ClassEEES3_  address:0x79a0512888'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEP9Elf64_SymEENS_19__map_value_compareIS7_SA_NS_4lessIS7_EELb1EEENS5_ISA_EEE21__emplace_unique_implIJNS_4pairIPKcS9_EEEEENSI_INS_15__tree_iteratorISA_PNS_11__tree_nodeISA_PvEElEEbEEDpOT_  address:0x79a057154c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art2gc10accounting11AtomicStackINS1_6mirror6ObjectEEENS_9allocatorIS8_EEE21__push_back_slow_pathIRKS8_EEvOT_  address:0x79a05a2158'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JavaVMExt14DumpForSigQuitERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEE  address:0x79a06ae3e4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN7android4base15WriteStringToFdERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEi  address:0x79a091dff8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17ReaderWriterMutexC2EPKcNS_9LockLevelE  address:0x79a0493790'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E9GetStringEjj  address:0x79a056ff4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11RegionSpace9FreeLargeEPNS_6mirror6ObjectEm  address:0x79a05fed74'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art8verifier16InstructionFlags8ToStringEv  address:0x79a087ae6c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod32FindDexMethodIndexInOtherDexFileERKNS_7DexFileEj  address:0x79a0489a28'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Array6CopyOfEPNS_6ThreadEi  address:0x79a0759964'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space11RegionSpace6Region6UnfreeEPS2_j  address:0x79a05ffa70'} data: None
message: {'type': 'send', 'payload': 'name:artGetObjStaticFromCompiledCode  address:0x79a08d7ca8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9OatHeader34SetQuickGenericJniTrampolineOffsetEj  address:0x79a07ace44'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3jit12JitCodeCache21LookupOsrMethodHeaderEPNS_9ArtMethodE  address:0x79a06d7598'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file6FdFile5FlushEv  address:0x79a049be08'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11MonitorList3AddEPNS_7MonitorE  address:0x79a0779434'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Plugin4LoadEPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE  address:0x79a081ad10'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art21RuntimeArgumentMapKeyINS_6MemoryILm1024EEEEE  address:0x79a09dc1e8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gclsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_13WeakRootStateE  address:0x79a090fa94'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art6mirror14PrimitiveArrayItE7GetDataEv  address:0x79a0756168'} data: None
message: {'type': 'send', 'payload': 'name:MterpLogArrayIndexException  address:0x79a08eb228'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art22IndirectReferenceTableC2EmNS_15IndirectRefKindENS0_17ResizableCapacityEPNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE  address:0x79a0614680'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ObjectLockINS_6mirror6ObjectEE9NotifyAllEv  address:0x79a07c3700'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art9BaseMutexE  address:0x79a09d3e50'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class16VisitNativeRootsILNS_17ReadBarrierOptionE0EKNS_2gc10accounting21CheckReferenceVisitorEEEvRT0_NS_11PointerSizeE  address:0x79a0587fa0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc4Heap18SetGcPauseListenerEPNS0_15GcPauseListenerE  address:0x79a05dd608'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror5Class30GetDeclaredConstructorInternalILNS_11PointerSizeE8ELb0EEENS_6ObjPtrINS0_11ConstructorEEEPNS_6ThreadENS4_IS1_EENS4_INS0_11ObjectArrayIS1_EEEE  address:0x79a075b1c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIN3art8verifier11VerifyErrorENS_9allocatorIS3_EEE21__push_back_slow_pathIRKS3_EEvOT_  address:0x79a0895b7c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10OatDexFileD1Ev  address:0x79a07b34b4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg26thread_lifecycle_callback_E  address:0x79a09e3008'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc10accounting11SpaceBitmapILm4096EE9HeapLimitEv  address:0x79a058339c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art32register_java_lang_reflect_FieldEP7_JNIEnv  address:0x79a079b978'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art6Thread39AssertNoPendingExceptionForNewExceptionEPKc  address:0x79a0854efc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Trace21default_clock_source_E  address:0x79a09e5278'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art8verifier12RegisterLine22CheckConstructorReturnEPNS0_14MethodVerifierE  address:0x79a08a196c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13RosAllocSpaceD0Ev  address:0x79a06007b8'} data: None
message: {'type': 'send', 'payload': 'name:artGet64StaticFromCode  address:0x79a08d52c4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg13ExecuteMethodEPNS_14DebugInvokeReqE  address:0x79a05375a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InternTable22BroadcastForNewInternsEv  address:0x79a061fea8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror14PrimitiveArrayIaE15AllocateAndFillEPNS_6ThreadEPKam  address:0x79a0756594'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap11HeapMaxFreeE  address:0x79a09e7330'} data: None
message: {'type': 'send', 'payload': 'name:_ZN9unix_file6FdFile11PwriteFullyEPKvmm  address:0x79a049c1ec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art14CompilerFilter23IsAnyCompilationEnabledENS0_6FilterE  address:0x79a05177b8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11Instruction7DumpHexEm  address:0x79a05604ac'} data: None
message: {'type': 'send', 'payload': 'name:MterpLogExceptionThrownException  address:0x79a08eb45c'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16__treeIN3art22ProfileCompilationInfo14ClassReferenceENS_4lessIS3_EENS1_21ArenaAllocatorAdapterIS3_EEE7destroyEPNS_11__tree_nodeIS3_PvEE  address:0x79a06e36c8'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art8verifier18PreciseConstHiTypeE  address:0x79a09ded88'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ElfFileImplI10ElfTypes64E16FixupRelocationsEm  address:0x79a056e258'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ElfFileImplI10ElfTypes64E22FindDynamicValueByTypeEi  address:0x79a0570308'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc10accounting17MemoryRangeBitmapILm16EE10HasAddressEm  address:0x79a05833c0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ObjectLockINS_6mirror5ClassEEC2EPNS_6ThreadENS_6HandleIS2_EE  address:0x79a07c35cc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11Transaction16RecordWriteArrayEPNS_6mirror5ArrayEmm  address:0x79a08722ac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWP9EventFreeEPNS0_9JdwpEventE  address:0x79a06b48a4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art28ThrowIllegalAccessErrorFieldENS_6ObjPtrINS_6mirror5ClassEEEPNS_8ArtFieldE  address:0x79a05139fc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art15instrumentation15Instrumentation10DeoptimizeEPNS_9ArtMethodE  address:0x79a0618abc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6Thread11InterruptedEv  address:0x79a0857d60'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6mirror6Method13static_class_E  address:0x79a09e70a8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7DexFileC1EPKhmRKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEjPKNS_10OatDexFileE  address:0x79a0543f1c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11MonitorList23BroadcastForNewMonitorsEv  address:0x79a077b37c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg18DdmHandleHpifChunkENS0_8HpifWhenE  address:0x79a053b1fc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art5Locks27allocated_monitor_ids_lock_E  address:0x79a09e56d0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space13FreeListSpaceC1ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEPNS_6MemMapEPhSE_  address:0x79a05f929c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space16LargeObjectSpace28LogFragmentationAllocFailureERNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEEm  address:0x79a05fa52c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter16UnstartedRuntime34UnstartedJNIDoubleLongBitsToDoubleEPNS_6ThreadEPNS_9ArtMethodEPNS_6mirror6ObjectEPjPNS_6JValueE  address:0x79a06a4e24'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__120__shared_ptr_emplaceIN3art6MemoryILm1024EEENS_9allocatorIS3_EEE16__on_zero_sharedEv  address:0x79a0487b68'} data: None
message: {'type': 'send', 'payload': 'name:artAllocStringFromBytesFromCodeRosAllocInstrumented  address:0x79a08be52c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art10ClassTable10VisitRootsINS_2gc9collector9SemiSpace34VerifyNoFromSpaceReferencesVisitorEEEvRKT_  address:0x79a05bb898'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art12ProfileSaver17profiler_pthread_E  address:0x79a09e6ff0'} data: None
message: {'type': 'send', 'payload': 'name:z_errmsg  address:0x79a09e0e60'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9SemiSpace17ProcessReferencesEPNS_6ThreadE  address:0x79a05a8eb4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art6MemMap8ShutdownEv  address:0x79a074d414'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art17ConditionVariable16WaitHoldingLocksEPNS_6ThreadE  address:0x79a04947c4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Runtime12ParseOptionsERKNSt3__16vectorINS1_4pairINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEPKvEENS7_ISC_EEEEbPNS_18RuntimeArgumentMapE  address:0x79a0828d4c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc20AllocRecordObjectMap16RecordAllocationEPNS_6ThreadEPNS_6ObjPtrINS_6mirror6ObjectEEEm  address:0x79a0574a20'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9allocator8RosAlloc21RevokeThreadLocalRunsEPNS_6ThreadE  address:0x79a057dd14'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier12RegTypeCacheD1Ev  address:0x79a089e874'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art11ImageHeader15GetImageSectionENS0_13ImageSectionsE  address:0x79a0614058'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector17ConcurrentCopying24VerifyNoMissingCardMarksEv  address:0x79a05937b4'} data: None
message: {'type': 'send', 'payload': 'name:mspace_max_footprint  address:0x79a0578628'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9JavaVMExtD1Ev  address:0x79a06ad044'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16CumulativeLoggerD2Ev  address:0x79a04981c4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3Dbg14GetDebugThreadEv  address:0x79a051bdc8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__16vectorIPN3art23ThreadLifecycleCallbackENS_9allocatorIS3_EEE21__push_back_slow_pathIRKS3_EEvOT_  address:0x79a08382b4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11ClassLinker11ResolveTypeERKNS_7DexFileENS_3dex9TypeIndexENS_6ObjPtrINS_6mirror5ClassEEE  address:0x79a04eb420'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting11SpaceBitmapILm8EE15ComputeHeapSizeEm  address:0x79a058e004'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector17ConcurrentCopying17MarkHeapReferenceEPNS_6mirror13HeapReferenceINS3_6ObjectEEEb  address:0x79a058f7dc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector9SemiSpace22MarkNonForwardedObjectEPNS_6mirror6ObjectE  address:0x79a05b93f8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art8verifier14MethodVerifier26ResolveClassAndCheckAccessENS_3dex9TypeIndexE  address:0x79a0882454'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art2gc4Heap32BroadcastForNewAllocationRecordsEv  address:0x79a05dce24'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art15instrumentation15Instrumentation19MethodExitEventImplEPNS_6ThreadENS_6ObjPtrINS_6mirror6ObjectEEEPNS_9ArtMethodEjRKNS_6JValueE  address:0x79a0619cc4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art16OatFileAssistant10IsUpToDateEv  address:0x79a07b750c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art3dex8tracking15RegisterDexFileEPKNS_7DexFileE  address:0x79a0552848'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter34ArtInterpreterToCompiledCodeBridgeEPNS_6ThreadEPNS_9ArtMethodEPNS_11ShadowFrameEtPNS_6JValueE  address:0x79a064ceec'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art4JDWPlsERNSt3__113basic_ostreamIcNS1_11char_traitsIcEEEERKNS0_7JdwpTagE  address:0x79a0910de4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc10accounting6BitmapD2Ev  address:0x79a0583abc'} data: None
message: {'type': 'send', 'payload': 'name:_ZGVN3art6mirror14PrimitiveArrayItE12array_class_E  address:0x79a09e7038'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc9collector11MarkCompact12ReclaimPhaseEv  address:0x79a05a8984'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11interpreter10DoFieldPutILNS_13FindFieldTypeE5ELNS_9Primitive4TypeE0ELb1ELb0EEEbPNS_6ThreadERKNS_11ShadowFrameEPKNS_11InstructionEt  address:0x79a0644364'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art13ObjectTryLockINS_6mirror5ClassEED2Ev  address:0x79a07c37dc'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art7Runtime22IsVerificationSoftFailEv  address:0x79a0836914'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art33ThrowIncompatibleClassChangeErrorENS_6ObjPtrINS_6mirror5ClassEEEPKcz  address:0x79a0514d18'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art9ArtMethod10VisitRootsILNS_17ReadBarrierOptionE1EKNS_2gc9collector17ConcurrentCopying16RefFieldsVisitorEEEvRT0_NS_11PointerSizeE  address:0x79a059f3e8'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space5Space18AsBumpPointerSpaceEv  address:0x79a060312c'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art17VerifyRootVisitorE  address:0x79a09dcca8'} data: None
message: {'type': 'send', 'payload': 'name:artDeliverExceptionFromCode  address:0x79a08d8ea0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11GuardedCopy7kCanaryE  address:0x79a09d4080'} data: None
message: {'type': 'send', 'payload': 'name:mspace_realloc_in_place  address:0x79a0577c68'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art25ArmInstructionSetFeatures10HasAtLeastEPKNS_22InstructionSetFeaturesE  address:0x79a08b48fc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art18RuntimeArgumentMap21LongPauseLogThresholdE  address:0x79a09e7430'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEb  address:0x79a0490cc0'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113__vector_baseIP7_jclassNS_9allocatorIS2_EEED2Ev  address:0x79a0492bac'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space5Space13AsZygoteSpaceEv  address:0x79a06030bc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Monitor7InstallEPNS_6ThreadE  address:0x79a0775490'} data: None
message: {'type': 'send', 'payload': 'name:_ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEd  address:0x79a049aef0'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc5space5Space15AsDlMallocSpaceEv  address:0x79a0602fdc'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art7Monitor25lock_profiling_threshold_E  address:0x79a09e70d8'} data: None
message: {'type': 'send', 'payload': 'name:_ZNK3art10ClassTable25ClassDescriptorHashEqualsclERKNS0_9TableSlotES4_  address:0x79a0510af4'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art2gc18ReferenceProcessor24StopPreservingReferencesEPNS_6ThreadE  address:0x79a05e6fc8'} data: None
message: {'type': 'send', 'payload': 'name:_ZTVN3art8verifier26UninitializedReferenceTypeE  address:0x79a09df508'} data: None
message: {'type': 'send', 'payload': 'name:artQuickProxyInvokeHandler  address:0x79a08d9f1c'} data: None
message: {'type': 'send', 'payload': 'name:_ZN3art11InitLoggingEPPcRFvPKcE  address:0x79a0492568'} data: None
